name,age,height 
Larry Loeb,nan,nan
Steven Harley,nan,nan
Brad Hibbert,nan,nan
Djamel Boudjemline,19.989048596900002,nan
Yassine Amier,17.5414099932,nan
Josef Brabenec,22.4503764545,nan
Stuart Sarnia,nan,nan
Fabio Mionbet,17.694729637200002,nan
Mauricio Posso,nan,nan
Carlos Claverie,nan,nan
Michael Mortensen,18.0095824778,188.0
Ramiz Akhmerov,26.0205338809,nan
Alexander Zverev,nan,nan
George Kalovelonis,20.0602327173,190.0
Chang Dae Jeon,19.0390143737,nan
Choon Ho Kim,19.1841204654,163.0
Harishanker Krishnan,21.7275838467,nan
Young Dae Jeon,19.1731690623,183.0
Jan Jilemnicky,43.17590691310001,nan
Thomas Randby,20.8377823409,nan
Pablo Arraya,17.9575633128,180.0
Jose Cordeiro,18.2970568104,nan
Supoj Meesawad,nan,nan
Panomkorn Pladchunil,17.3744010951,nan
Frank Puncec,28.750171115700002,nan
Jean Van Rensburg,nan,nan
Massimo Grassotti,21.0869267625,nan
Marc Albert,nan,nan
Marco Armellini,20.0602327173,188.0
Brian Millar,nan,nan
Ben Mckown,23.5811088296,nan
Nduka Odizor,22.006844627,183.0
John Benson,21.1115674196,nan
Ernie Fernandez,20.1752224504,190.0
Zoltan Kuharszky,21.210130047899998,183.0
Edgar Schurmann,nan,nan
Henri Leconte,17.221081451099998,185.0
Paul Torre,27.3483915127,180.0
Patrice Kuchna,17.3716632444,178.0
Jerome Potier,18.1820670773,180.0
Ernesto Ruiz Bry,nan,nan
Mats Wilander,16.0848733744,183.0
Sammy Giammalva Jr,17.5578370979,178.0
Peter Spang,22.9158110883,nan
F Settelmeyer,nan,nan
Joakim Nystrom,17.6262833676,188.0
Juan Avendano,19.6851471595,178.0
Anders Jarryd,19.2334017796,180.0
Magnus Tideman,17.4948665298,193.0
Phil Lehnhoff,19.7891854894,nan
Glen Holroyd,25.8973305955,nan
Robert Hubbard,nan,nan
Steve Rogul,nan,nan
Stephane Bonneau,18.674880219000002,188.0
Bill Cowan,21.2895277207,nan
X Zhao,nan,nan
Liu Shuhua,nan,nan
X Menn,nan,nan
Hisham Nasser,nan,nan
G Halabi,nan,nan
C Floe,nan,nan
O Issara,nan,nan
T Tang,nan,nan
Martin Goldberg,nan,nan
Hans Dieter Beutel,18.3764544832,185.0
Shahar Perkiss,17.9794661191,193.0
Craig Edwards,25.5770020534,175.0
Hans Hansson,nan,nan
Ney Keller,21.4045174538,nan
Celso Sacomandi,nan,nan
Noel Freitas,nan,nan
Charles Bud Cox,20.3531827515,196.0
Eduardo Bengoechea,20.8815879535,185.0
Rodney Harmon,18.9103353867,188.0
Gustavo Tiberti,20.4188911704,175.0
Christoph Zipf,17.4346338125,185.0
Jimmy Arias,15.9288158795,175.0
Marcel Freeman,20.3093771389,173.0
Leif Shiras,20.9555099247,183.0
Billy Nealon,19.7289527721,178.0
P Rickey,nan,nan
Bill Gilmour,19.6084873374,nan
J Gordon,nan,nan
A Difrancesco,nan,nan
A Luttrell,nan,nan
Ross Olivieri,nan,nan
Gary Penberthy,nan,nan
Keith Begley,nan,nan
Peter Johnston,19.6002737851,178.0
T Hall,nan,nan
Eddie Myers,nan,nan
John Mccurdy,19.65229295,188.0
Thomas Furst,nan,nan
Wally Masur,16.654346338099998,180.0
Paul Chamberlin,17.7850787132,178.0
Steve Wood,17.5359342916,nan
Peter Dellavedova,nan,nan
Brian Benson,nan,nan
Juan Carlos Ayala,19.189596167,nan
Mike Gandolfo,21.8973305955,nan
Mike Leach,20.4654346338,180.0
Larry Davidson,25.015742642,nan
Chip Hooper,21.839835729,198.0
John Whiteford,nan,nan
Harvey Becker,nan,nan
Jeremy Bates,18.2231348392,180.0
Scott Mccain,22.5516769336,180.0
Jacques Bonnemaison,nan,nan
Thibault Kuentz,nan,nan
Craig Wittus,23.0581793292,180.0
Hans Peter Kandler,24.301163586599998,185.0
Tomm Warneke,18.340862423,193.0
Maurice Hunter,23.4962354552,nan
Mark Vines,22.926762491399998,170.0
Robert Baumgartner,25.1937029432,nan
Peter Lamb,20.8076659822,nan
Kelly Evernden,18.277891854900002,175.0
Doug Ditmer,nan,nan
Mark Lewis,nan,nan
Brett Hibbert,nan,nan
Bruce Derlin,18.0917180014,180.0
Claude England,nan,nan
Eric Wilborts,15.7207392197,nan
Alain Brichant,nan,nan
Michael Appleton,nan,nan
Donald Watt,nan,nan
Steve Guy,21.2183436003,188.0
Juan Farrow,22.3709787817,180.0
Greg Ewansky,nan,nan
Davn Santiago,nan,nan
Ken Barton,nan,nan
Steve Shaw,17.4182067077,190.0
Rocky Royer,21.9329226557,nan
Brad Holland,nan,nan
Tres Cushing,19.4360027379,nan
Mike Lee,17.1991786448,178.0
Ron Hightower,21.472963723499998,185.0
Nick Brown,18.746064339500002,190.0
Christophe Lesage,nan,nan
Hartmut Kirchhubel,27.8795345654,nan
Keith Gilbert,nan,nan
Rick Rozen,nan,nan
Mark Wooldridge,17.7522245038,188.0
David Parker,25.8343600274,nan
Tim Siegel,16.1834360027,175.0
Cliff Skakle,nan,nan
C Mora,nan,nan
Mario Delgado,24.8131416838,nan
A Moscoso,nan,nan
M Fallas,nan,nan
Jim Hodges,22.2149212868,nan
Joe Globisch,nan,nan
M Harner,nan,nan
Carlos Castellan,18.7926078029,190.0
Evgeni Zhelyazkov,nan,nan
Thomas Emmrich,nan,nan
Julian Stamatov,nan,nan
Joakim Berner,22.2149212868,178.0
Andrzej Wisnieski,28.8158795346,nan
Sergei Leonyuk,19.8494182067,nan
Jan Munch Soegaard,22.4887063655,nan
Ivan Du Pasquier,18.554414784400002,nan
Eduard Pana,20.9856262834,nan
Zoran Petkovic,nan,nan
Juan Aguilera,19.6741957563,183.0
Sergio Casal,19.2087611225,185.0
Ivan Camus,nan,nan
Manuel Valleramos,nan,nan
Mike Bauer,22.4038329911,188.0
Peter Macdonald,nan,nan
Jim Gurfein,20.8843258042,175.0
Bob Weise W055,nan,nan
Brad Gilbert,20.290212183399998,185.0
Drew Gitlin,23.4962354552,178.0
Bob Blazekovic,21.5523613963,nan
Christophe Bernelle,18.9541409993,185.0
Janos Guti,nan,nan
Teodor Batchev,nan,nan
Assen Dishkov,nan,nan
David Pate,19.2991101985,183.0
Derek Tarr,21.9630390144,185.0
Danny Saltz,20.090349076,193.0
Mike De Palmer,19.874058863800002,185.0
Steve Meister,23.364818617399997,193.0
Jeff Davis,nan,nan
Matt Anger,18.160164271,188.0
Todd Lundy,25.401779603,nan
Morris Skip Strode,21.1033538672,193.0
Luca Bottazzi,18.1300479124,170.0
Slobodan Zivojinovic,17.8206707734,198.0
Francesco Cancellotti,18.220396988399997,183.0
Mehl Ampon,24.6735112936,nan
Jose Ayala,nan,180.0
Egan Adams,22.250513347,178.0
Carl Limberger,17.697467488,170.0
Pat Cash,16.3586584531,183.0
Michael Fancutt,20.621492128699998,190.0
Matthew Mcdonald,22.9979466119,nan
Michael Kures,17.0431211499,185.0
Henrik Sundstrom,17.560574948699998,188.0
Loic Courteau,17.708418891199997,175.0
Brent Pirow,22.6228610541,nan
Yoshito Nakamura,nan,nan
Toshio Iwazawa,nan,nan
Haruhiko Matsunaga,nan,nan
Yoshiya Hamano,nan,nan
Hachiro Shibata,nan,nan
Yukihiko Murata,nan,nan
Shinichi Nishino,nan,nan
Naomi Uemura,nan,nan
Kunio Tsukamoto,nan,nan
Noriyuki Washida,nan,nan
Weller Evans,26.9158110883,178.0
Toyokazu Tomogane,nan,nan
Hitoshi Shirato,23.0006844627,nan
Takanobu Fujii,nan,nan
Kiyoshi Miyanami,nan,nan
Jan Van Langendonck,21.793292265599998,nan
Jorge Lozano,17.8507871321,180.0
Ricky Diaz,nan,nan
Eric Sherbeck,24.3805612594,193.0
David Egdes,nan,nan
Kevin Moir,19.4770704997,188.0
Tian C Viljoen,19.5044490075,nan
Danie Visser,19.6960985626,180.0
Nigel Sears,24.005475701599998,nan
Henri De Wet,19.099247091,188.0
Barry Moir,17.8480492813,180.0
Jaroslav Navratil,23.9698836413,196.0
Jorgen Windahl,18.3572895277,183.0
Pat Serret,nan,nan
U Hoigshoidt,nan,nan
Leon Naude,nan,nan
Antonio Capella,nan,nan
Fernando Soler,20.525667351099997,185.0
Mark Dickson,21.826146475,190.0
Kevin Kerns,22.3162217659,nan
Nigel Orourke,nan,nan
Rick Meyers,23.241615332,173.0
Harald Theissen,22.5379876797,nan
Amos Mansdorf,15.9589322382,175.0
Arthur Anastopoulo,nan,178.0
John Davis,19.230663928800002,nan
U Naharaj,nan,nan
Francisco Ferrer,nan,nan
Hans Schwaier,17.149897330599998,173.0
Marco Bellini,nan,nan
Todd Witsken,17.7303216975,183.0
Jose Fernandez,nan,nan
William Blaze,nan,nan
Miloslav Lacek,22.5106091718,175.0
S Eummongkol,nan,nan
Mario Calautti,nan,nan
Khaled Baligh,nan,nan
Jose Garcia Requena,25.883641341500002,nan
Anatol Navrotchi,31.934291581100002,nan
Johnny Goudenbour,17.3524982888,178.0
Gabriel Monroy,nan,nan
Randolf Scheller,18.4914442163,nan
Alberto Jimenez,nan,nan
Carlos Di Laura,16.2245037645,175.0
Ismail Sauce,29.273100616,nan
Miguel Soares,nan,nan
Jacques Vincileoni,21.1635865845,nan
Kimmo Alkio,17.7056810404,178.0
Inam Ul Haq,22.2368240931,nan
Tintus Arianto Wibowo,20.3915126626,nan
Sombat Uamongkol,nan,nan
Peter Hannon,20.7665982204,nan
Branko Horvat,nan,nan
Woo Ryong Lee,20.4845995893,173.0
Suresh Menon,nan,nan
Rudy Foo,17.0184804928,nan
Ponkaphan Phisaimongket,nan,nan
Pender Murphy,23.6221765914,nan
Amani Jumatano,nan,nan
Guy Forget,17.8042436687,190.0
Pascal Deniau,25.5496235455,185.0
Edoardo Artaldi,nan,nan
Jean Marc Piacentile,19.578370978800002,178.0
Guido Possamai,nan,nan
Bill Csipkay,nan,nan
Randy Nixon,21.7193702943,193.0
Ken Flach,19.1731690623,185.0
Mark Witsken,21.650924024600002,188.0
Broderick Dyke,21.5468856947,183.0
Dusan Kulhaj,nan,nan
Scott Lipton,22.841889116999997,nan
Eduardo Osta,22.8720054757,160.0
Edoardo Mazza,18.3436002738,175.0
Ferrante Rocchi,26.078028747399998,180.0
Christian Geyer,18.5927446954,183.0
Stefan Edberg,16.6680355921,188.0
Morten Ronneberg,nan,nan
Alberto Tous,20.1314168378,175.0
Juan Carlos Yunis,22.674880219000002,nan
Guillermo Stevens,22.4120465435,180.0
Michael Westphal,17.3908281999,190.0
Jose Antonio Garcia,nan,nan
Juan Antonio Rodriguez,20.5065023956,180.0
Jaromir Becka,19.3374401095,175.0
Jakob Hlasek,17.9822039699,188.0
Eleuterio Martins,nan,nan
Edvaldo Oliveira,19.0116358658,178.0
Frank Hamonet,nan,nan
Ivan Kley,24.3997262149,183.0
Fernando Roese,17.2457221081,190.0
Cesar Kist,18.083504449,180.0
Masaru Suishu,nan,nan
Mike Brunnberg,24.457221081500002,190.0
Kouichi Sayama,nan,nan
Eduardo Oncins,17.853524982899998,nan
Kaoru Maruyama,nan,nan
Joel Hoffman,24.010951403099998,nan
Randy Druz,24.6981519507,nan
Mark Darby,26.0424366872,185.0
Gabriel Mattos,nan,nan
Jose Antonio Fernandez,16.9965776865,nan
Renato Joaquim,nan,nan
Fabio Moscino,nan,nan
Martin Jaite,17.927446954100002,178.0
Jonathan Canter,17.4483230664,185.0
John Frawley,17.2511978097,173.0
Carlos Chabalgoity,nan,nan
Mark Kratzmann,16.5749486653,178.0
Simon Youl,17.4510609172,185.0
Peter Carlsson,19.5537303217,183.0
Ronnie Bathman,23.523613963000003,183.0
Ulf Pettersson,nan,nan
Jan Sandberg,nan,188.0
Olli Rahnasto,16.8432580424,183.0
John Stoddart,nan,nan
Wes Horskins,nan,nan
Gerald Mild,20.6516084873,nan
David Graham,20.3285420945,180.0
Mark Freedman,24.0355920602,nan
Laurie Warder,20.1095140315,183.0
Jamie Harty,nan,nan
Hugo Nunez,21.3196440794,170.0
John Mattke,23.7973990418,183.0
Denys Maasdorp,19.4332648871,183.0
Michael Robertson,19.3921971253,185.0
Garth Haynes,nan,nan
Paul Annacone,19.40862423,185.0
Eric Korita,19.630390143699998,196.0
John Letts,18.305270362799998,185.0
Sean Brawley,21.8507871321,178.0
Nick Mohtadi,nan,nan
David Lewis,17.3552361396,180.0
Dick Metz,nan,nan
Gabriel Auroux,nan,nan
Ricardo Rivera,20.8186173854,nan
Jon Levine,18.8446269678,178.0
Jairo Velasco Jr,nan,183.0
Tarik Benhabiles,17.2950034223,175.0
Francisco Maciel,17.6755646817,185.0
Jacques Grandjean,nan,nan
Alexander Zalesky,nan,nan
Marcos Braga,21.4620123203,nan
Francisco Arrellaga,20.4845995893,nan
Adrian Clarke,25.53045859,nan
Luis Arturo Gonzalez,17.2429842574,nan
Michiel Schapers,22.6666666667,201.0
Pedro Cordeiro,nan,nan
Athanasios Anastopoulos,24.3449691992,nan
Fotis Vazeos,nan,nan
Robert Dolan,20.125941136199998,nan
Necvet Demir,nan,nan
Chi Yuen Pang,40.9746748802,nan
Kelvin Ng,18.0369609856,nan
Selvarajoo Selvarajoo,nan,nan
Paul Hoffmann,18.5817932923,nan
Eric Carlier,nan,nan
Rolando Zalameda,nan,nan
Witold Meres,32.0684462697,nan
Jan Svensen,nan,nan
Gisle Pedersen Jentoft,nan,nan
Oscar Napout,21.1088295688,nan
Luciano Cuneo,21.2183436003,nan
Raouf Ben Farhat,nan,nan
Aziz Zouhir,29.029431896,nan
Joao Guedes,nan,nan
Ikbel Hanachi,19.2717316906,nan
Arjun Perera,19.6084873374,nan
Aaron Krickstein,15.422313483900002,183.0
Paolo Cane,17.735797399000003,180.0
Miloslav Mecir,18.6255989049,190.0
Nicholas Sido,nan,nan
Claudio Mezzadri,17.5660506502,180.0
Kent Carlsson,15.0006844627,180.0
Eric Jelen,17.8151950719,180.0
Fredrick Pahlett,nan,nan
Robert Seguso,19.6769336071,190.0
Bruno Dadillon,18.8993839836,175.0
Libor Pimek,19.4195756331,196.0
Bud Schultz,23.370294319,193.0
Brett Greenwood,18.2422997947,178.0
Russell Barlow,20.0438056126,173.0
Jonas Svensson,16.202600958199998,188.0
Ricky Brown,15.759069130699999,178.0
Simone Ercoli,nan,nan
Todd Nelson,21.796030116399997,185.0
Johan Carlsson,16.9281314168,183.0
Robbie Weiss,16.090349076,183.0
Edson Krause,nan,nan
M Arenzon,nan,nan
Jose Daher,16.7063655031,180.0
Thomas Stalhandske,21.253935660499998,190.0
Bruno Renoult,nan,nan
Nelson Aerts,19.6933607118,188.0
Paschoal Penetta,nan,nan
Daniel Montes De Oca,20.6899383984,170.0
Marcelo Grassi,nan,nan
Danilo Marcelino,16.8240930869,193.0
Tadeu Luiz,nan,nan
Christo Steyn,21.6755646817,185.0
Jacques Hervet,21.853524982899998,nan
Francois Errard,15.3155373032,180.0
Paul Groth,nan,nan
Jacques Manset,24.2299794661,185.0
Manuel Rodriguez,nan,nan
John Van Nostrand,21.4647501711,nan
Armand Molino,nan,nan
Simone Colombo,19.3511293634,180.0
Francois Servelle,nan,nan
Michele Fioroni,17.87816564,180.0
Derrick Rostagno,17.1909650924,185.0
Mark Buckley,22.338124572199998,178.0
Otto Oberparleiter,nan,nan
Dan Goldie,19.2525667351,188.0
Jordi Arrese,18.3463381246,175.0
Richard Gallien,nan,nan
Steve Devries,18.0698151951,180.0
Jorge Bardou,17.8316221766,180.0
Stuart Bale,18.9514031485,185.0
Christo Van Rensburg,20.1971252567,185.0
Peter Lundgren,17.927446954100002,185.0
Ville Jansson,17.733059548299998,183.0
Anders Henricsson,nan,nan
David Macpherson,15.5044490075,175.0
Boris Becker,15.115674195799999,190.0
Ron Dutton,nan,nan
Robert Crames,22.5352498289,nan
Craig Tregonning,nan,nan
Rodney Crowley,24.281998631100002,nan
S Viljoen,nan,nan
Tim Anderson,nan,nan
Sergio Speciale,nan,nan
Marc Flur,20.5722108145,190.0
Brian Levine,24.372347707,183.0
Anthony Lane,17.5934291581,183.0
Desmond Tyson,17.2703627652,185.0
Marco Morales,nan,nan
Krassimir Lazarov,nan,nan
Kamel Harrad,nan,nan
Tony Jonsson,nan,nan
Waldemar Rogowski,nan,nan
Leeh Bienkowski,nan,nan
Rene Gomez,nan,nan
Goran Prpic,nan,180.0
Marian Lazarov,nan,nan
Martin Aguirre,nan,nan
Shi Qin Li,nan,nan
Shu Hua Liu,nan,nan
Mark Bailey,nan,nan
Frank Sebaratnam,nan,nan
Paul Bailey,nan,nan
Phillip Tuckniss,nan,nan
Srinivasan Vasudevan,nan,190.0
Dong Wook Song,nan,175.0
Michel Borfiga,nan,nan
Albert Viviani,nan,nan
Adam Malik,nan,193.0
Abdul Rahman Ramlal,nan,nan
Fernando Perez Pascal,nan,nan
Victor Caballero,nan,nan
Andrei Chesnokov,nan,188.0
Hichem Riani,nan,nan
Abdel Majid Soudani,nan,nan
Orlando Lourenco,nan,nan
Metin Gurel,nan,nan
Kelvin Belcher,23.107460643400003,185.0
Howard Sands,22.7296372348,173.0
Glenn Layendecker,23.4360027379,185.0
Darren Cahill,19.0362765229,185.0
Craig Campbell,21.2457221081,190.0
Roger Knapp,25.106091718000002,183.0
Oded Yaacov,nan,nan
G Irshai,nan,nan
Bob Green,24.462696783000002,193.0
Gilad Bloom,17.53045859,173.0
Tomer Zimmerman,nan,nan
Guillermo Rivas,20.5859000684,183.0
Karel Novacek,19.5646817248,190.0
Thomas Muster,17.0568104038,180.0
Dan Cassidy,23.6167008898,178.0
Dale Houston,23.069130732399998,188.0
Emilio Sanchez,19.0746064339,180.0
Nick Fulwood,20.7310061602,185.0
Jeff Klaparda,20.8432580424,173.0
Eric Rosenfeld,19.2881587953,180.0
Mike Fedderly,nan,nan
Grant Connell,18.7378507871,185.0
Hatem Mcdadi,nan,nan
Marcel Van Der Merwe,nan,nan
David De Miguel,19.6468172485,175.0
Francisco Yunis,20.1368925394,190.0
Horacio De La Pena,18.1683778234,180.0
Marcelo Ingaramo,21.968514715900003,178.0
Christian Miniussi,17.2429842574,185.0
Oliver Freund,21.9000684463,178.0
Lawson Duncan,19.8932238193,185.0
Patrick Mcenroe,18.2149212868,183.0
Ronald Agenor,19.1348391513,180.0
Alex Stepanek,20.4791238877,180.0
Josef Cihak,20.7912388775,185.0
Ted Farnsworth,22.0013689254,188.0
Thierry Champion,18.3162217659,183.0
Mikael Pernfors,21.021218343599998,173.0
Bruce Brescia,22.642026009600002,nan
Christian Jessel,21.3388090349,nan
Dan Nahirny,17.3880903491,190.0
Jeff Etterbeek,27.0034223135,nan
Alexandre Hocevar,20.8678986995,190.0
Stefan Hermann,24.572210814499996,190.0
Marc Krippendorf,nan,nan
Thierry Pham,22.2368240931,178.0
Menno Oosting,20.1834360027,180.0
Marian Vajda,18.7761806982,173.0
Joe Heldmann,19.9780971937,nan
Karel Demuynck,nan,nan
Rudiger Benz,19.4277891855,nan
Ricki Osterthun,20.5503080082,185.0
Shoichi Horiuchi,nan,nan
Ichiro Nakanishi,nan,nan
Karl Richter,24.216290212199997,170.0
Takayoshi Shibuya,nan,nan
Kiyotaka Tachibana,24.681724845999998,nan
Shu Wah Liu,nan,nan
Minoru Ueda,nan,nan
Kenzo Ukon U004,nan,nan
Corey Wittenberg,nan,nan
Jaime Yzaga,16.7885010267,170.0
Kelly Jones,20.3504449008,185.0
Suharyadi Suharyadi,nan,nan
Eric Amend,18.718685831600002,180.0
Manuel Tolentino,18.3627652293,nan
Gap Taik Ro,20.421629021199998,173.0
Tasos Bavelas,16.4407939767,nan
Yakubu Suleiman,nan,nan
Madhusudhan Nair,nan,nan
Arafat Chekrouni,17.8316221766,nan
Depeng Li,nan,nan
Bruno Oresar,nan,175.0
Terje Persson,nan,nan
Sandor Kiss,nan,nan
Alaaddin Karagoz,nan,nan
Yavuz Erkangil,nan,nan
Yaman Esin,nan,nan
Victor Caldarelli,nan,nan
Jimmy Taker,nan,nan
Alvaro Jordan,nan,185.0
Rubin Perczek,nan,nan
Javier Contreras,nan,173.0
Wei You,nan,nan
Ke Qin Ma,nan,nan
Stefan Kinsch,nan,nan
Michael Nugent,nan,nan
Abdul Khalek Nadini,nan,nan
Carlos Lozano,nan,nan
Hamed Ul Haq,nan,nan
Islam Ul Haq,nan,nan
Rashid Malik,nan,nan
Wojtek Kowalski,nan,183.0
Felix Barrientos,nan,178.0
Inaki Calvo,nan,nan
Gilles Ganancia,nan,nan
Joao Cunha Silva,nan,173.0
Joao Maio,nan,nan
Albert Teo,nan,nan
Mahader Hassan,nan,nan
Antonio Del Rosario,nan,nan
Thierno Ly,nan,nan
Yahiya Doumbia,nan,185.0
Nagy Kabaz,nan,nan
Alessandro De Minicis,21.793292265599998,175.0
Doug Burke,21.5715263518,180.0
Dacio Campos,21.3826146475,185.0
Roberto Saad,23.923340178000004,185.0
David Engel,17.7440109514,180.0
Brett Dickinson,22.784394250500004,183.0
Brad Pearce,19.4907597536,175.0
Paul Vojtischek,21.8015058179,188.0
Martin Hipp,19.0390143737,nan
Guillermo Minutella,nan,nan
Franco Davin,15.1238877481,173.0
Gustavo Luza,22.376454483200003,185.0
Gustavo Garetto,19.5947980835,190.0
Mark Long,nan,nan
Richard Akel,22.8884325804,nan
Jose Clavet,19.6112251882,180.0
Claudio Pistolesi,17.6399726215,180.0
Massimo Zampieri,20.438056125899998,nan
Eric Winogradsky,18.9048596851,188.0
Rick Leach,20.142368240899998,188.0
Shane Barr,16.1724845996,193.0
Mark Woodforde,20.2491444216,188.0
Gary Muller,20.9883641342,190.0
Tore Meinecke,18.4257357974,180.0
George Bezecny,22.349075975399998,183.0
Mark Jeffrey,nan,nan
Jim Grabb,21.4428473648,193.0
Milan Srejber,21.733059548299998,203.0
Stefan Eriksson,21.9356605065,193.0
Javier Sanchez,17.6427104723,178.0
Jesus Colas,23.865845311399998,170.0
Martin Valenti,nan,nan
Christian Feenstra,18.1930184805,183.0
Stephen Furlong,18.190280629700002,185.0
Antony Emerson,22.7186858316,180.0
Leonardo Lavalle,18.349075975399998,188.0
Michael Oberleitner,19.3401779603,190.0
Christian Bergstrom,18.335386721400003,180.0
Alex Antonitsch,19.7754962355,188.0
Horst Skoff,17.2402464066,175.0
Petr Korda,17.7440109514,190.0
Karsten Schulz,23.3483915127,183.0
Oren Motevassel,18.135523614,170.0
Amit Naor,18.2231348392,178.0
Udo Riglewski,19.214236824100002,185.0
Leighton Alfred,22.8254620123,180.0
Jason Goodall,18.417522245,178.0
Jay Berger,18.614647501700002,180.0
Peter Lindgren,21.2922655715,175.0
Jean Philippe Fleurian,20.0136892539,185.0
Andres Vysand,19.5208761123,180.0
Thierry Grin,16.394250513299998,nan
Mark Greenan,nan,nan
Patrick Flynn,17.1225188227,183.0
Gary Lemon,24.4955509925,190.0
Shuzo Matsuoka,17.9383983573,185.0
Toshihisa Tsuchihashi,18.9897330595,nan
Harald Rittersbacher,22.466803559200002,188.0
Dominik Guido Utzinger,22.507871321,193.0
Kazuya Morita,nan,nan
Gary Donnelly,23.364818617399997,190.0
Rick Rudeen,23.3593429158,188.0
Haruo Nakano,nan,nan
Takeshi Murakami,nan,nan
Hajime Nihonmatsu,nan,nan
Stephan Bienz,nan,nan
Roger Rasheed,16.7118412047,183.0
Peter Thrupp,21.9247091034,183.0
Chris Pridham,20.3367556468,183.0
Laird Dunlop,23.1238877481,180.0
Richard Matuszewski,20.9664613279,188.0
Luke Jensen,19.189596167,190.0
Massimiliano Narducci,21.212867898699997,185.0
Charles Honey,23.4360027379,185.0
Peter Moraing,23.874058863800002,193.0
Christian Saceanu,17.0568104038,190.0
Fredrik Rosenquist,20.246406570799998,180.0
Luca Gasparini,nan,nan
Corrado Aprili,20.5722108145,190.0
Norm Schellenger,24.522929500300002,180.0
Rill Baxter,22.7378507871,183.0
William Notar,22.351813826100003,185.0
Chuck Willenborg,20.4982888433,nan
Joey Rive,21.5797399042,185.0
Abdel Halem Azzi,nan,nan
Alfonso Mora,nan,188.0
Roger Smith,nan,185.0
Karl Hale,nan,nan
Colin Grant,nan,nan
Fan Zhang,nan,nan
Marcelo Filippini,nan,178.0
Yannos Hadjigeorgiou,nan,nan
Alkis Papamichael,nan,nan
Michael Tauson,nan,193.0
Ferenc Zentai,nan,nan
Bong Soo Kim,nan,180.0
Mushaf Zia,nan,nan
Jin Sun Yoo,nan,185.0
Rodrigo Rafael,nan,nan
Mike Van Kauvenbergh,nan,nan
Kian Wah Yeo,nan,nan
Miloud Doumbia,nan,nan
Chareonchai Tritilinant,nan,nan
Tanakorn Srichaphan,nan,nan
Raymond Suarez,nan,nan
Niranjan Casie Chitty,nan,nan
Hassan Soudani,nan,nan
Elias Bramly,nan,nan
Andre Agassi,16.3230663929,180.0
Luiz Mattar,23.019849418200003,183.0
Ulf Stenlund,19.5920602327,180.0
Al Parker,17.6728268309,188.0
Vallis Wilder,27.2142368241,190.0
Ricardo Acioly,22.554414784400002,180.0
Jim Pugh,22.5516769336,193.0
Juan Carlos Andrade,29.177275838499998,nan
Tomas Carbonell,17.722108145099998,178.0
Eugenio Rossi,16.7501711157,nan
Guillermo Perez Roldan,16.8076659822,178.0
Javier Frana,19.627652293,185.0
Omar Camporese,18.2587268994,188.0
Eduardo Masso,22.4284736482,178.0
Richey Reneberg,21.1170431211,180.0
Jon Sorbo,23.312799452399997,190.0
Tom Nijssen,21.3607118412,175.0
David Wheaton,16.6926762491,193.0
Simon Robinson,nan,198.0
Malcolm Elley,nan,nan
Brett Steven,16.6762491444,185.0
Neil Borwick,18.291581108800003,193.0
Roberto Azar,20.6406570842,185.0
Gerardo Vacarezza,nan,nan
Hugo Chapacu,24.517453798800002,178.0
Carl Uwe Steeb,19.1923340178,180.0
Andrew Sznajder,18.6967830253,175.0
Larry Scott,21.8726899384,188.0
Patrik Kuhnen,20.6872005476,190.0
Magnus Gustafsson,19.794661191,185.0
Ugo Colombini,18.4996577687,183.0
Fredrik Waern,21.4976043806,185.0
Martin Laurendeau,22.2012320329,190.0
Olivier Delaitre,18.7542778919,170.0
David Livingston,23.7891854894,180.0
Stephan Medem,26.5297741273,185.0
Hans Fredborg,24.0848733744,183.0
Rolf Hertzog,18.466803559200002,178.0
Fabio Di Mauro,nan,nan
Thierry Van Den Daele,nan,nan
Brett Custer,18.2258726899,183.0
Michael Walker,21.1718001369,183.0
Stephen Botfield,20.202600958199998,180.0
Andrew Castle,22.6036960986,190.0
Gilbert Schaller,17.3826146475,180.0
Oliver Ploner,nan,nan
Juan Carlos Baguena,19.5728952772,183.0
Richard Vogel,21.9739904175,193.0
Howard Herr,23.909650924,170.0
Joey Blake,19.0006844627,178.0
James Turner,20.9555099247,180.0
Nicklas Kroon,20.4353182752,183.0
Per Henricsson,16.9281314168,190.0
Lars Anders Wahlgren,19.8877481177,193.0
Masayoshi Takeyari,nan,nan
Pieter Aldrich,21.193702943199998,180.0
Gianluca Pozzi,21.169062286099997,180.0
Jan Willem Lodder,19.7316906229,193.0
Tim Trigueiro,19.4715947981,188.0
Bobby Blair,21.5277207392,178.0
Eduardo Velez,17.2320328542,175.0
Igor Flego,nan,nan
Herve Bardot,nan,nan
Torben Theine,18.162902121800002,183.0
Igor Saric,19.1813826146,190.0
Reda Galou,nan,nan
Clement Ngoran,nan,178.0
Philippe Koffi,nan,nan
Moncef Zehar,nan,nan
Nuno Marques,nan,190.0
Ifthekar Sardar,nan,nan
Worapol Thongkamcho,nan,nan
Shovon Jamaly,nan,nan
John Maginley,nan,nan
Phivos Zachariades,nan,nan
Milen Yanakiev,nan,nan
Ruslon Rainov,nan,nan
Nael Zaki,nan,nan
Morten Christensen,nan,190.0
Steven Schranz,nan,nan
Denis Galea,nan,nan
Veli Paloheimo,nan,183.0
Wojceh Jamroz,nan,nan
