name,age,height 
Luis David Martinez,19.8056125941,nan
Christopher Diaz Figueroa,18.9678302533,nan
Julen Uriguen,17.6125941136,nan
Christian Saravia,19.3730321697,nan
Diego Galeano,17.081451060899997,nan
Nicolas Salama,18.4558521561,nan
Jose Benitez,19.3511293634,nan
Amaury Gomez,28.3121149897,nan
Treat Conrad Huey,23.509924709099998,178.0
Francis Casey Alcantara,17.0732375086,nan
Mikal Oliver Statham,22.1984941821,nan
Vicente Elberto Anasta,27.726214921300002,nan
Gvidas Sabeckis,24.930869267600002,nan
Dovydas Sakinis,16.6652977413,nan
Mohamed Safwat,18.4503764545,183.0
Andrei Ciumac,23.4743326489,nan
Radu Albot,19.3045859001,nan
Maxim Dubarenco,15.6878850103,nan
Attila Balazs,20.4271047228,180.0
Tihomir Grozdanov,21.842573579699998,nan
Goran Tosic,26.4010951403,nan
Daniel Danilovic,20.6023271732,nan
Nemanja Kontic,27.947980835,nan
Eddy Chala,24.0492813142,nan
James Mcgee,21.7275838467,nan
Philippos Tsangaridis,16.6652977413,nan
Valentin Dimov,20.3175906913,nan
Henri Laaksonen,17.264887063699998,nan
Demetrios Leontis,30.611909650900003,nan
Ze Zhang,18.6611909651,nan
Di Wu,17.4647501711,nan
Yong Kyu Lim,17.7056810404,nan
Alexander Tavkhelidze,19.726214921300002,nan
Valentin Rahmine,17.4784394251,nan
Sid Ali Akkal,35.178644763899996,nan
Dominic Pagon,21.3278576318,nan
Tyler Chin,21.0075290897,nan
Cheuk Wai Hui,24.279260780300003,nan
Brian Hung,nan,nan
Hassan Al Mousa,19.329226557200002,nan
James Lemke,21.9630390144,nan
Inigo Cervantes Huegun,20.1149897331,nan
Peter Gojowczyk,20.7994524298,185.0
Dusan Lajovic,19.8412046543,180.0
Guillermo Alcaide,24.068446269699997,188.0
Benoit Paire,21.4647501711,196.0
Petar Jelenic,22.6392881588,nan
Javier Marti,18.806297056800002,nan
Albert Ramos,22.789869952100002,188.0
Gianni Mina,18.266940451700002,185.0
Bradley Klahn,20.0273785079,190.0
Jack Sock,17.9301848049,185.0
Dusan Lojda,22.4777549624,nan
Adrian Ungur,25.650924024600002,178.0
Marinko Matosevic,24.4462696783,194.0
Matthew Ebden,22.146475017100002,188.0
Jason Kubler,16.6680355921,nan
Thomas Schoorel,21.5277207392,203.0
Cristobal Saavedra Corvalan,19.5044490075,nan
Joao Souza,21.6837782341,193.0
Pierre Ludovic Duclos,24.5831622177,nan
Steve Johnson,20.5859000684,188.0
John Millman,20.5585215606,183.0
Andrej Martin,21.0951403149,180.0
Martin Emmrich,25.4893908282,nan
Gerald Melzer,20.0355920602,nan
Ilya Belyaev,20.1916495551,180.0
Bastian Knittel,26.926762491399998,nan
Christian Lindell,18.642026009600002,nan
Jonathan Dasnieres De Veigy,23.515400410700003,nan
Alexander Sadecky,23.055441478400002,193.0
Yann Marti,22.1327857632,173.0
Agustin Velotti,18.1711156742,nan
Denis Kudla,17.880903490799998,180.0
Yannick Mertens,22.6447638604,nan
Guilherme Clezar,17.297741273099998,nan
Guillermo Olaso,22.0670773443,nan
Martin Alund,24.3121149897,nan
Aljaz Bedene,20.7529089665,181.0
Thomas Jun Facchini Takemoto,17.4236824093,nan
Fernando Romboli,21.28678987,180.0
Marcelo Demoliner,21.2484599589,nan
Tiago Fernandes,17.2183436003,nan
Laurynas Grigelis,18.546201232,183.0
Haluk Akkoyun,28.848733744,nan
Barry King,25.1033538672,nan
Baris Erguden,24.161533196399997,nan
Thomas Oger,29.941136208099998,nan
Tzvetan Mihov,19.0308008214,nan
Fredrik Ask,19.485284052,nan
Rares Cuzdriorean,23.5838466804,nan
Vladimir Ivanov,22.8911704312,nan
Marton Fucsovics,18.058863791900002,nan
Ismar Gorcic,26.7761806982,nan
Aldin Setkic,22.1930184805,193.0
Hyun Joon Kim,22.3436002738,nan
Alexander Bury,22.4613278576,nan
Alvaro Raposo De Oliveira,19.485284052,nan
Sebastian Moreno,18.0643394935,nan
Federico Zeballos,21.7522245038,nan
Marco Antonio Rojas,19.7180013689,nan
Claudio Dias Conduto,16.5366187543,nan
Wilfredo Gonzalez,17.1471594798,nan
Martin Cuevas,18.1273100616,nan
Marcelo Melo,26.609171800100004,203.0
Steven Diez,18.9568788501,nan
Cyril Jacobe,26.9185489391,nan
Ariez Elyaas Deen Heshaam,16.1834360027,nan
David Agung Susanto,18.6119096509,nan
Mohd Assri Merzuki,15.1731690623,nan
Siu Fai Kelvin Lam,16.1478439425,nan
Harshana Godamanna,24.3312799452,nan
Rajeev Rajapakse,29.8042436687,nan
David Souto,18.2751540041,nan
Rodrigo Rappaccioli,19.7727583847,nan
Hugo Dellien,17.0513347023,nan
Sebastien Vidal,20.569472963699997,nan
Gino Meeuwsen,18.0698151951,nan
Ruben Gonzales,24.8131416838,nan
Suk Young Jeong,17.4209445585,nan
Austen Childs,21.3607118412,nan
Dineshkanthan Thangarajah,19.4962354552,nan
Lukas Mugevicius,15.575633128,nan
Blaz Rola,19.7481177276,nan
Sergis Kyratzis,15.1485284052,nan
Damir Dzumhur,18.1245722108,172.0
Ergun Zorlu,25.3415468857,nan
Tuna Altuna,21.4264202601,nan
Adrian Forberg Skogeng,19.9041752225,nan
Soren Wedege,20.8240930869,nan
Emilio Gomez,18.7926078029,nan
Ludovic Walter,28.4380561259,nan
Daniel Cox,20.7063655031,170.0
Robert Farah,24.605065024,193.0
Ivan Nedelko,25.4510609172,nan
Oliver Golding,17.6837782341,nan
Peter Torebko,23.605749486700002,nan
Alessandro Giannessi,21.3059548255,183.0
David Goffin,20.802190280599998,163.0
Andrey Kumantsov,24.5311430527,nan
Daniel Kosakowski,19.422313483900002,nan
Artem Sitak,25.475701574299997,nan
Kenny De Schepper,24.0602327173,203.0
Cedrik Marcel Stebe,20.6954140999,183.0
Dominic Thiem,17.9082819986,nan
Manuel Sanchez,20.128678987,nan
Robin Kern,17.7686516085,nan
Maxime Teixeira,22.340862423,nan
Mate Delic,17.8179329227,nan
Mate Pavic,18.0561259411,nan
Facundo Bagnis,20.9445585216,nan
Erik Chvojka,24.783025325100002,nan
Pablo Carreno Busta,19.7672826831,nan
Gerard Granollers,22.212183436,nan
Roman Borvanov,28.856947296399998,nan
Mathieu Rodrigues,25.864476386,nan
Nicolas Renavand,29.234770705,nan
Pablo Galdon,25.212867898699997,nan
Felipe Rios,18.9103353867,nan
Nicolaas Scholtz,19.9863107461,nan
Sergio Gutierrez Ferrol,22.0807665982,nan
Sami Ghorbel,19.1074606434,nan
Slim Hamza,18.7214236824,nan
Mike Vermeer,18.305270362799998,nan
Dimitar Kutrovsky,23.5071868583,nan
Dimitar Kuzmanov,17.5879534565,nan
Theodoros Angelinos,26.7515400411,nan
Mikelis Libietis,18.6392881588,nan
Guillermo Rivera Aranguiz,22.069815195100002,nan
Duilio Beretta,19.0088980151,nan
Andres Weisskopf,26.3655030801,nan
Alberto Emmanuel Alvarado Larin,16.2436687201,nan
Alex Llompart,20.802190280599998,nan
Chris Brandi,28.3121149897,nan
Jean Marc Bazanne,21.5852156057,nan
Micke Kontinen,18.1957563313,nan
Marc Abdulnour,22.5489390828,nan
Soong Jae Cho,20.1916495551,nan
Issam Al Tawil,21.6372347707,nan
Jonathan Chu,27.9425051335,nan
Samir Iftikhar,18.934976043800003,nan
Shahin Khaledan,20.7282683094,nan
Mohsen Hossein Zade,20.5667351129,nan
Marcin Gawron,22.762491444200002,nan
Amir Weintraub,24.451745379899997,188.0
Juan Sebastian Vivanco,21.412731006199998,nan
Marcus Daniell,21.648186173899997,190.0
Jeson Patrombon,18.2696783025,nan
Gonzales Austin,18.658453114300002,nan
Gabriel Flores Ruiz,19.3730321697,nan
Johann Coles,20.9609856263,nan
Nicholas Sayer,19.197809719400002,nan
Bruno Abdel Nour,20.1478439425,nan
Coenie Van Wyk,33.839835729,nan
Romain Radwan,29.0841889117,nan
Tomislav Brkic,21.3196440794,nan
Martins Podzus,17.0130047912,nan
Yassine Idmbarek,24.572210814499996,nan
Hicham Khaddari,19.874058863800002,nan
Julius Tverijonas,17.054072553,nan
Julius Gotovskis,18.4613278576,nan
Luis Diaz Barriga,25.541409993200002,nan
Marco Aurelio Nunez,18.4257357974,nan
Hong Chung,18.3244353183,nan
Marco Trungelliti,22.436687200500003,nan
Walter Trusendi,27.512662559899997,nan
Liam Broady,18.4339493498,nan
Mikhail Elgin,30.926762491399998,183.0
Nikolai Fidirko,25.2594113621,nan
Patrik Rosenholm,24.6132785763,nan
Dennis Lajola,23.0006844627,nan
Blake Strode,24.599589322399996,188.0
Arnau Brugues Davi,27.1348391513,183.0
Nicolas Meister,23.189596166999998,nan
James Duckworth,19.9671457906,183.0
Benjamin Mitchell,19.0882956879,nan
Sandro Ehrat,21.2457221081,180.0
Matteo Viola,25.0266940452,nan
Adrian Menendez Maceiras,26.6584531143,nan
Albano Olivetti,20.2409308693,203.0
Carlos Gomez Herrera,22.0013689254,nan
Hiroki Moriya,21.9603011636,nan
Jabor Al Mutawa,17.6180698152,nan
Dominic Inglot,26.554414784400002,nan
Philip Davydenko,20.0602327173,nan
Sanam Singh,24.7036276523,nan
Kristijan Mesaros,23.578370978800002,nan
Dino Marcan,20.9637234771,nan
Andres Molteni,23.934291581100002,nan
Clement Reix,28.9418206708,nan
Maxime Authom,25.415468856900002,nan
Guido Pella,22.2806297057,nan
Guido Andreozzi,21.0622861054,nan
Rhyne Williams,21.4346338125,nan
Dennis Novikov,18.806297056800002,nan
Aymeric Mara,18.4476386037,nan
Bassam Beidas,23.112936345,nan
Vimuktha De Alwis,17.8042436687,nan
Diego Hidalgo,18.803559206,nan
Andrei Daescu,23.5947980835,nan
Darius Florin Bragusi,18.789869952100002,nan
Ruan Roelofse,22.3709787817,nan
Nik Razborsek,18.4941820671,nan
Min Hyoek Cho,25.054072553,nan
Liang Chi Huang,19.9151266256,nan
Jae Min Seol,22.058863791900002,nan
Ya Nan Ma,21.6700889802,nan
Jung Woong Na,19.4195756331,nan
Denys Molchanov,24.7282683094,nan
Younes Rachidi,25.3990417522,nan
Christos Hadjigeorgiou,17.8507871321,nan
Sam Barry,20.0273785079,nan
Karim Mohamed Maamoun,20.829568788499998,nan
Dzmitry Zhyrmont,22.934976043800003,nan
Antso Rakotondramanga,23.5564681725,nan
Jacob Rasolondrazana,27.832991101999998,nan
Lofo Ramiaramanana,22.6475017112,nan
Ando Rasolomalala,21.6180698152,nan
Markus Eriksson,22.781656399699997,nan
Roberto Quiroz,20.5475701574,nan
Jorge Brian Panta Herreros,17.138945927400002,nan
Vladyslav Manafov,18.945927447,nan
Anas Fattar,24.892539356599997,nan
Mahammad Abid,17.8316221766,nan
Wisnu Adi Nugroho,18.0342231348,nan
Daniel Llarenas,23.7344284736,nan
Kevin Kung,22.5051334702,nan
Christian Garin,16.2819986311,nan
Darian King,19.780971937,nan
Haydn Lewis,26.0944558522,nan
Anthony Marshall,26.6173853525,nan
Seanon Williams,20.9883641342,nan
Roberto Cid,18.4366872005,nan
Carlos Taborga,20.845995893199998,nan
Ricardo Rodriguez,18.7761806982,nan
Jose Perdomo,24.722792607800002,nan
Enrique Olivares,25.0431211499,nan
Rafa Orantes,17.4428473648,nan
Dennis Novak,19.917864476400002,nan
Lucas Pouille,19.3127994524,nan
Kyle Edmund,18.439425051300002,nan
Laslo Djere,18.3107460643,nan
Wishaya Trongcharoenchaikul,18.4613278576,nan
Mackenzie Mcdonald,18.3244353183,nan
Diego Sebastian Schwartzman,20.8925393566,nan
Elias Ymer,17.2429842574,nan
Jan Lennard Struff,23.203285420900002,nan
Mirza Basic,22.2587268994,nan
Roberto Carballes Baena,20.082135523599998,nan
Matt Reid,22.9377138946,nan
Marco Cecchinato,20.6351813826,nan
Nils Langer,23.718001368899998,nan
Milos Sekulic,23.9425051335,nan
Niels Desein,25.8891170431,nan
Facundo Arguello,20.5420944559,nan
Filip Veger,18.1245722108,nan
Romain Bogaerts,19.6550308008,nan
Stefan Kozlov,15.4305270363,nan
Adrien Bossel,26.527036276500002,nan
Ante Pavic,24.336755646799997,nan
Jiri Vesely,20.128678987,nan
Nick Kyrgios,18.3326488706,nan
Collin Altamirano,17.7193702943,nan
Alexander Ward,23.189596166999998,nan
Miguel Angel Reyes Varela,25.6837782341,nan
Nicolas Barrientos,26.225872689899997,175.0
Alejandro Gonzalez,24.4325804244,nan
Juan Ignacio Londero,19.9151266256,nan
Eduardo Struvay,22.5763175907,nan
Edward Corrie,25.300479123899997,nan
John Patrick Smith,23.112936345,nan
Luke Saville,18.9514031485,nan
Boy Westerhof,27.742642026,nan
Josko Topic,29.620807665999997,nan
Borna Coric,16.6844626968,nan
Hyeon Chung,17.3470225873,nan
Aslan Karatsev,20.1095140315,nan
Karen Khachanov,17.3990417522,nan
Pierre Hugues Herbert,22.4996577687,nan
Mousa Shanan Zayed,18.8145106092,nan
Christian Harrison,19.1485284052,nan
Kevin King,22.3956194387,nan
Filip Peliwo,19.5126625599,nan
Rodrigo Senattore,19.1731690623,nan
Santiago Maresca,18.546201232,nan
Christian Garay,16.9445585216,nan
Lucas Gomez,17.4674880219,nan
Andres Bucaro,22.173853525,nan
Hillel Rousseau,17.620807665999997,nan
Tomislav Ternar,22.3682409309,nan
Christoffer Konigsfeldt,23.548254620100003,nan
Jean Andersen,24.7885010267,nan
Isak Arvidsson,20.6516084873,nan
Michael Massih,25.7303216975,nan
Pruchya Isarow,17.28678987,nan
Naser Al Obaidly,17.8863791923,nan
Rogelio Siller,17.7248459959,nan
Nicolas Jarry,17.9137577002,nan
Peter Bertran,17.5140314853,nan
Luciano Ramazzini,19.2388774812,nan
Alexander Lazov,22.5571526352,nan
Jaan Kononov,20.4955509925,nan
Marek Marksoo,19.734428473599998,nan
Viktor Filipenko,21.3442847365,nan
Ugo Nastasi,19.7864476386,nan
Nerman Fatic,18.264202600999997,nan
Petros Chrysochos,16.8076659822,nan
Soteris Hadjistyllis,20.7638603696,nan
Loic Didavi,25.749486653,nan
Alexis Klegou,24.008213552399997,nan
Andre Gaspar Murta,18.4750171116,nan
Tunde Segodo,18.187542778900003,nan
Daniel Glancy,24.3805612594,nan
Kasparas Zemaitelis,17.489390828199998,nan
Herkko Pollanen,19.1375770021,nan
Markus Kerner,18.3572895277,nan
Egor Gerasimov,20.386036961,nan
Jean Segodo,24.3805612594,nan
Magloire Yakpa,21.28678987,nan
Temur Ismailov,18.0396988364,nan
Ranjeet Virali Murugesan,27.3292265572,nan
Vijayant Malik,22.954140999299998,nan
Ji Sung Nam,19.4551676934,nan
Yasutaka Uchiyama,20.481861738499997,nan
Gonzalo Escobar,24.635181382600003,nan
Dean Obrien,23.4360027379,nan
Jacob Coenraad De Klerk,21.3661875428,nan
Thanasi Kokkinakis,18.3162217659,nan
Brayden Schnur,19.0855578371,nan
Stefano Travaglia,22.398357289499998,nan
Karim Hossam,19.7289527721,nan
Taro Daniel,21.0184804928,nan
Gonzalo Lama,20.772073922,nan
Norbert Gombos,24.167008898000002,nan
Bowen Ouyang,22.3436002738,nan
Xin Gao,20.3641341547,nan
Renzo Olivo,22.310746064299998,nan
Andrey Rublev,16.9801505818,nan
Victor Baluda,22.0342231348,nan
Pedja Krstin,20.1095140315,nan
Viktor Galovic,23.8548939083,nan
Martin Vaisse,26.7707049966,nan
Jordan Thompson,19.734428473599998,nan
Tigre Hank,22.4038329911,nan
Ramkumar Ramanathan,19.1430527036,nan
Jeevan Nedunchezhiyan,25.1937029432,nan
Chuhan Wang,22.614647501700002,nan
Nathan Pasha,22.0150581793,nan
Andres Artunedo Martinavarr,20.3887748118,nan
Mitchell Krueger,20.481861738499997,nan
Clay Thompson,22.173853525,nan
Nikola Milojevic,18.9158110883,nan
Patrick Ciorcila,17.582477755,nan
Nikoloz Basilashvili,22.157426420300002,nan
Laurent Lokoli,19.6030116359,nan
Axel Michon,23.4414784394,nan
Andrea Arnaboldi,26.4120465435,nan
Tim Puetz,26.5927446954,nan
Daniel Smethurst,23.693360711799997,nan
Fabiano De Paula,25.6427104723,nan
Omar Jasika,17.3470225873,nan
Kento Takeuchi,26.759753593400003,nan
Gregoire Burquier,30.206707734400002,nan
Jared Donaldson,17.7987679671,nan
Francis Tiafoe,16.517453798800002,nan
Marcos Giron,21.0869267625,nan
Noah Rubin,18.507871321,nan
Yoshihito Nishioka,18.9103353867,nan
Kimmer Coppejans,20.3531827515,nan
Bar Tzuf Botzer,20.5201916496,nan
Sanjar Fayziev,20.1122518823,nan
Russell Moseley,28.501026694,nan
Juan Borba,17.793292265599998,nan
Sebastian Quiros,15.8603696099,nan
Salvador Andres Bolanos,15.6331279945,nan
Jose Olivares,17.0513347023,nan
William Kirkman,16.1971252567,nan
Saketh Myneni,26.2751540041,nan
Hsien Yin Peng,24.098562628299998,nan
Jui Chen Hung,24.522929500300002,nan
Chieh Fu Wang,20.9911019849,nan
Jesus Bandres,23.605749486700002,nan
Quang Huy Ngo,29.921971252600002,nan
Thien Nguyen Hoang,18.918548939100003,nan
Linh Giang Trinh,16.5229295003,nan
Warit Sornbutnark,20.9527720739,nan
Ognian Kolev,34.6803559206,nan
Nutthanon Kadchapanan,20.6789869952,nan
Abdulhameed Alshatti,18.4996577687,nan
Sharmal Dissanayake,17.87816564,nan
Frederico Ferreira Silva,18.8637919233,nan
Mike Urbanija,24.0876112252,nan
Janis Podzus,19.5811088296,nan
Arturs Lazdins,16.802190280599998,nan
Romain Arneodo,21.4811772758,nan
Joachim Bjerke,19.2114989733,nan
Viktor Durasovic,16.8596851472,nan
Mantas Bugailiskis,17.7385352498,nan
Markos Kalovelonis,19.6960985626,nan
John Morrissey,21.4318959617,nan
Christophe Tholl,19.1074606434,nan
Mikael Torpegaard,19.7234770705,nan
Dinko Halachev,29.4373716632,nan
Mazen Osama,19.1375770021,nan
Ayoub Chakrouni,22.8062970568,nan
Constantinos Ioannides,18.8145106092,nan
Mikael Ymer,17.1088295688,nan
Maximilian Marterer,20.3449691992,nan
Bastian Trinker,25.1909650924,nan
Matteo Trevisan,25.9329226557,nan
Toni Androic,23.5592060233,nan
Bjorn Fratangelo,22.078028747399998,nan
Jaume Munar,17.9575633128,nan
Cem Ilkel,19.6824093087,nan
Luca Vanni,30.0670773443,nan
Maxime Hamou,19.9425051335,nan
Quentin Halys,18.5571526352,nan
N Vijay Sundar Prashanth,28.191649555100003,nan
Alex Bolt,22.1711156742,nan
Daniel Elahi Galan Riveros,19.0855578371,nan
Alexander Sarkissian,25.2950034223,nan
Alejandro Gomez GB42,23.931553730300003,nan
Fabrice Martin,28.451745379899997,nan
Tommy Paul,18.288843258,nan
Ryan Shane,21.3771389459,nan
Zhizhen Zhang,18.9486652977,nan
Takuto Niki,27.961670089000002,nan
Lorenzo Giustino,23.608487337399996,nan
Lucas Miedler,19.3264887064,nan
Calvin Hemery,20.4928131417,nan
Taylor Harry Fritz,17.6481861739,nan
Christopher Eubanks,nan,nan
Federico Gaio,23.1813826146,nan
Matteo Donati,20.1971252567,nan
Arthur De Greef,23.0253251198,nan
Constant Lestienne,22.926762491399998,nan
David Vega Hernandez,20.8432580424,nan
Yaraslau Shyla,22.546201231999998,nan
Eric Quigley,26.045174538,nan
Germain Gigounon,26.0944558522,nan
Jan Mertl,33.158110883,190.0
Seong Chan Hong,18.0342231348,nan
Tom Kocevar Desman,24.643394935,nan
Edan Leshem,17.9520876112,nan
Kamil Majchrzak,19.1321013005,nan
Aljaz Radinski,20.0958247775,nan
Ben Fatael,18.1108829569,nan
Marat Deviatiarov,21.4045174538,nan
Julian Saborio,18.3271731691,nan
Ignaci Roca,28.429842573600002,nan
Pablo Nunez,23.8877481177,nan
Juan Pablo Varillas Patino Samudio,19.4031485284,nan
Duilio Vallebuona,22.6529774127,nan
Juan Carlos Saez,23.9370294319,nan
Gerardo Lopez Villasenor,nan,nan
Jordi Munoz Abreu,25.6563997262,nan
Miguel Angel Este,16.8405201916,nan
Nour Nehme,17.650924024600002,nan
M Abid Ali Khan Akbar,24.6105407255,nan
Dawood Sayed Hashim,18.6529774127,nan
Tucker Vorster,26.4914442163,nan
Joao Domingues,21.4045174538,nan
Mehdi Jdi,26.2149212868,nan
Henrik Sillanpaa,23.8631074606,nan
Takanyi Garanganga,24.484599589299997,nan
Benjamin Lock,21.993155373,nan
Gabor Borsos,23.671457905500002,nan
Maxim Bulat,17.954825462,nan
Rudolfs Mednis,17.1143052704,nan
Peter Nagy,23.3210130048,nan
Alex Knaff,17.6262833676,nan
Dmitrii Baskov,20.5639972621,nan
Andrei Soltoianu,21.7713894593,nan
Egor Matvievici,18.4065708419,nan
Jean Jacques Rakotohasy,20.887063655,nan
Jad Ballout,18.803559206,nan
Hady Habib,16.8925393566,nan
Giovani Samaha,20.9965776865,nan
Alex Diaz,17.9438740589,nan
Rodrigo Banzer,18.4503764545,nan
Rodrigo Arus,20.6789869952,nan
Nicolas Xiviller,16.9555099247,nan
Tim Van Rijthoven,18.3901437372,nan
Oliver Anderson,17.68104038,nan
Jozef Kovalik,23.16495551,nan
Mubarak Al Harrasi,20.72553046,nan
Matthew Barton,24.06570842,nan
Finn Tearney,25.28952772,nan
Michael Mmoh,18.07802875,nan
Thiago Monteiro,21.71115674,nan
Luis Patino,22.37919233,nan
Nicolas Kicker,23.63312799,nan
Reilly Opelka,18.60095825,nan
Amine Ahouda,18.56262834,nan
Pedro Cachin,21.01848049,nan
Michael Linzer,26.45859001,nan
Salvatore Caruso,23.39767283,nan
Lorenzo Sonego,20.99657769,nan
Roberto Ortega Olmedo,25.08966461,nan
Daniil Medvedev,20.26009582,nan
Gregoire Barrere,22.2642026,183.0
Adam Pavlasek,21.62354552,nan
Mathias Bourgue,22.34360027,nan
Jordi Samper Montana,26.13278576,nan
Ernesto Escobedo,19.92334018,nan
Jan Choinski,19.9890486,nan
Marcus Willis,25.71663244,nan
Tristan Lamasine,23.31279945,nan
Carl Soderlund,19.10472279,nan
Fred Simonsson,21.62080767,nan
Louis Wessels,17.87268994,nan
Jan Satral,25.96577687,nan
Marvin Moeller,17.47843943,nan
Johan Nikles,19.321013,nan
Antoine Bellier,19.74811773,nan
Akira Santillan,19.15674196,nan
Nikola Cacic,25.61259411,nan
Nino Serdarusic,19.59479808,nan
Enrique Lopez Perez,25.12525667,nan
Denis Shapovalov,17.25941136,nan
Austin Smith,22.68309377,nan
Ilya Ivashka,22.51060917,nan
Casper Ruud,17.76317591,nan
Andrew Whittington,23.1266256,nan
Alexander Bublik,19.25804244,nan
Joris De Loore,23.49075975,nan
Yannick Maden,26.970568100000005,nan
Adam Hornby,nan,nan
Manuel Castellanos,19.57015743,nan
Daniel Windahl,19.61122519,nan
Hans Hach Verdugo,26.29979466,nan
Bruno Britez,17.77138946,nan
Ayed Zatar,19.92060233,nan
Francisco Yim Kim,21.3908282,nan
Hernando Jose Escurra Isnardi,nan,nan
Nicolas Alvarez,nan,nan
Sebastian Arcila,nan,nan
Ignacio Garcia,nan,nan
Abdulrahman Alawadhi,24.03285421,nan
Abdulhamid Mubarak,21.89459274,nan
Puriwat Chatpatcharoen,20.57494867,nan
Syed Mohd Agil Syed Naguib,22.0752909,nan
Hao Sheng Koay,17.59342916,nan
Kuan Yi Lee,20.00821355,nan
Minhtuan Pham,22.36276523,nan
Nam Hoang Ly,19.00889802,nan
Dac Tien Nguyen,17.51129363,nan
Andreas Bjerrehus,24.27378508,nan
Benjamin Hannestad,19.57563313,nan
Alexandar Lazarov,18.31348392,nan
Altug Celikbilek,19.4770705,nan
Christian Sigsgaard,18.96235455,nan
George Tsivadze,23.15674196,nan
Giorgi Javakhishvili,20.35318275,nan
Irakli Metreveli,17.90554415,nan
Tadas Babelis,19.54551677,nan
Tomas Vaise,18.64202601,nan
Lloyd George Muirhead Harris,19.37577002,nan
Lucas Catarina,19.50992471,nan
Tom Diederich,23.22518823,nan
Courtney John Lock,19.36481862,nan
Eero Vasa,nan,nan
Hubert Hurkacz,19.04722793,nan
Marin Draganja,25.33607118,nan
Sumit Nagal,19.07460643,nan
Danylo Kalenichenko,22.6091718,nan
Djurabek Karimov,18.275154,nan
Alex De Minaur,17.8754277892,nan
Anil Yuksel,26.6255989049,nan
Christopher Oconnell,22.6036960986,nan
Blake Mott,20.7392197125,nan
Marko Tepavac,22.841889116999997,nan
Tallon Griekspoor,20.6187542779,nan
Stefanos Tsitsipas,18.507871321,nan
Orlando Luz,19.0527036277,nan
Tennys Sandgren,25.7193702943,nan
Gianluigi Quinzi,21.1882272416,nan
Riccardo Bellotti,25.7385352498,nan
Yannick Hanfmann,25.4647501711,nan
Daniel Masur,22.8884325804,nan
Matteo Berrettini,21.0896646133,nan
Stefano Napolitano,22.0944558522,nan
Gianluca Mager,22.4531143053,nan
Daniel Altmaier,18.6913073238,nan
Roberto Marcora,27.726214921300002,nan
Alexandre Muller,20.3203285421,nan
Benjamin Bonzi,20.9691991786,nan
Jason Jung,27.991786447600003,nan
Cameron Norrie,21.823408624200002,nan
Sebastian Ofner,21.1416837782,nan
Thai Son Kwiatkowski,22.4229979466,nan
Miljan Zekic,29.0130047912,nan
Marc Polmans,20.2080766598,nan
Gleb Sakharov,29.1197809719,nan
Rudolf Molleker,16.741957563299998,nan
Alessandro Bega,26.5516769336,nan
Sekou Bangoura,25.7002053388,nan
Alexios Halebian,23.1457905544,nan
Dominik Koepfer,23.312799452399997,nan
Geoffrey Blancaneaux,19.0554414784,nan
Vaclav Safranek,23.2744695414,nan
Patrick Kypson,17.8343600274,nan
Jc Aragone,22.1683778234,nan
Evgeny Tyurnev,20.4462696783,nan
Yibing Wu,17.9493497604,nan
Nicola Kuhn,17.516769336099998,nan
Yusuke Takahashi,nan,nan
Roman Safiullin,20.1916495551,nan
Marcelo Tomas Barrios Vera,19.1403148528,nan
Nick Hardt,16.3613963039,nan
Alexander Merino,24.4161533196,nan
Dmitry Popko,20.4407939767,nan
Prajnesh Gunneswaran,27.3894592745,nan
Duck Hee Lee,18.674880219000002,nan
Soon Woo Kwon,19.1622176591,nan
Yshai Oliel,17.0704996578,nan
Daniel Cukierman,21.563312799499997,nan
Mykyta Mashtakov,18.045174538,nan
Illia Biloborodko,15.9069130732,nan
Philip Wilbert Major,20.9144421629,nan
Spencer Newman,23.7371663244,nan
Justin Lunn,25.620807665999997,nan
Matthew Foster Estwick,20.0438056126,nan
Alberto Lim,17.7056810404,nan
Anthony Susanto,19.6906228611,nan
Jirat Navasirisomboon,20.202600958199998,nan
Hamid Reza Nadaf,24.1971252567,nan
Hong Kit Jack Wong,18.4202600958,nan
Hei Yin Andrew Li,19.8439425051,nan
Mattias Siimar,18.9897330595,nan
Emil Ruusuvuori,17.8316221766,nan
Patrik Niklas Salminen,19.9069130732,nan
Lucas Andriamasilalao,19.605749486700002,nan
Soren Hess Olesen,26.058863791900002,nan
Tilen Zitnik,25.582477755,nan
August Holmgren,18.9486652977,nan
Simen Sunde Bratholm,18.083504449,nan
Aziz Dougaz,nan,nan
Menelaos Efstathiou,17.916495551,nan
Nicholas Campbell,46.036960985600004,nan
Ricardo Ojeda Lara,24.930869267600002,nan
Arjun Kadhe,23.983572895300004,nan
Liam Caruana,19.961670089000002,nan
Aleksandar Vukic,21.7577002053,nan
Alexei Popyrin,18.4284736482,nan
Corentin Moutet,18.7433264887,nan
Carlos Taberner,20.4955509925,nan
Alexander Donski,19.5154004107,nan
Adrian Andreev,16.7364818617,nan
Sebastian Korda,17.607118412000002,nan
Felix Auger Aliassime,17.5140314853,nan
Hugo Gaston,17.3990417522,nan
Thiago Seyboth Wild,17.9657768652,nan
Miomir Kecmanovic,18.5489390828,nan
Alexey Vatutin,25.4483230664,nan
Pedro Martinez Portero,20.9527720739,nan
Zsombor Piros,18.527036276500002,nan
Filippo Baldi,22.340862423,nan
Bernabe Zapata Miralles,21.3524982888,nan
